"genelist","converted_alias"
"Gabarap","ENSG00000170296"
"Phf23","ENSG00000040633"
"Dvl2","ENSG00000004975"
"Acadvl","ENSG00000072778"
"Dlg4","ENSG00000132535"
"Asgr1","ENSG00000141505"
"Asgr2","ENSG00000161944"
"Mgl2","ENSG00000132514"
"Clec10a","ENSG00000132514"
"Slc16a11","ENSG00000174326"
"Slc16a13","ENSG00000174327"
"Bcl6b","ENSG00000161940"
"0610010K14Rik","ENSG00000258315"
"Rnasek","ENSG00000219200"
"Alox12","ENSG00000108839"
"Alox15","ENSG00000161905"
"Pelp1","ENSG00000141456"
"Arrb2","ENSG00000141480"
"Med11","ENSG00000161920"
"Cxcl16","ENSG00000161921"
"Zmynd15","ENSG00000141497"
"Tm4sf5","ENSG00000142484"
"Vmo1","ENSG00000182853"
"Gltpd2","ENSG00000182327"
"Psmb6","ENSG00000142507"
"Pld2","ENSG00000129219"
"Mink1","ENSG00000141503"
"Chrne","ENSG00000108556"
"4930544D05Rik","ENSG00000205710"
"Gp1ba","ENSG00000185245"
"Slc25a11","ENSG00000108528"
"Rnf167","ENSG00000108523"
"Pfn1","ENSG00000108518"
"Eno3","ENSG00000108515"
"Spag7","ENSG00000091640"
"Camta2","ENSG00000108509"
"Inca1","ENSG00000196388"
"Kif1c","ENSG00000129250"
"Zfp3","ENSG00000180787"
"Scimp","ENSG00000161929"
"Rabep1","ENSG00000029725"
"Nup88","ENSG00000108559"
"Rpain","ENSG00000129197"
"C1qbp","ENSG00000108561"
"Dhx33","ENSG00000005100"
"Derl2","ENSG00000072849"
"Mis12","ENSG00000167842"
"Nlrp1b","ENSG00000091592"
"Wscd1","ENSG00000179314"
"Aipl1","ENSG00000129221"
"Pitpnm3","ENSG00000091622"
"4933427D14Rik","ENSG00000198920"
"Txndc17","ENSG00000129235"
"Med31","ENSG00000108590"
"4930563E22Rik","ENSG00000256806"
"Slc13a5","ENSG00000141485"
"Xaf1","ENSG00000132530"
"Fbxo39","ENSG00000177294"
"Tekt1","ENSG00000167858"
"Smtnl2","ENSG00000188176"
"Ggt6","ENSG00000167741"
"Mybbp1a","ENSG00000132382"
"Spns2","ENSG00000183018"
"Spns3","ENSG00000182557"
"Ube2g1","ENSG00000132388"
"Ankfy1","ENSG00000185722"
"Cyb5d2","ENSG00000167740"
"Zzef1","ENSG00000074755"
"Atp2a3","ENSG00000074370"
"P2rx1","ENSG00000108405"
"Camkk1","ENSG00000004660"
"Itgae","ENSG00000083457"
"P2rx5","ENSG00000083454"
"Emc6","ENSG00000127774"
"Tax1bp3","ENSG00000213977"
"Ctns","ENSG00000040531"
"Shpk","ENSG00000197417"
"Trpv1","ENSG00000196689"
"Trpv3","ENSG00000167723"
"Aspa","ENSG00000108381"
"Spata22","ENSG00000141255"
"Olfr20","ENSG00000127780"
"Zfp735","ENSG00000274349"
"Zfp616","ENSG00000274349"
"Olfr402","ENSG00000180090"
"Olfr403","ENSG00000172146"
"Olfr43","ENSG00000172146"
"Olfr410","ENSG00000221882"
"Olfr411","ENSG00000159961"
"Olfr412","ENSG00000184166"
"Rap1gap2","ENSG00000132359"
"Cluh","ENSG00000132361"
"Pafah1b1","ENSG00000007168"
"Mettl16","ENSG00000127804"
"Mnt","ENSG00000070444"
"Sgsm2","ENSG00000141258"
"Tsr1","ENSG00000167721"
"Srr","ENSG00000167720"
"Smg6","ENSG00000070366"
"Hic1","ENSG00000177374"
"Ovca2","ENSG00000262664"
"Dph1","ENSG00000108963"
"Rtn4rl1","ENSG00000185924"
"Rpa1","ENSG00000132383"
"Smyd4","ENSG00000186532"
"Serpinf1","ENSG00000132386"
"Serpinf2","ENSG00000167711"
"Wdr81","ENSG00000167716"
"Tlcd2","ENSG00000185561"
"Prpf8","ENSG00000174231"
"Rilp","ENSG00000167705"
"Scarf1","ENSG00000074660"
"Slc43a2","ENSG00000167703"
"Pitpna","ENSG00000174238"
"Inpp5k","ENSG00000132376"
"Myo1c","ENSG00000197879"
"Crk","ENSG00000167193"
"Ywhae","ENSG00000108953"
"Doc2b","ENSG00000272636"
"Rph3al","ENSG00000181031"
"Vps53","ENSG00000141252"
"Glod4","ENSG00000167699"
"Gemin4","ENSG00000179409"
"Nxn","ENSG00000167693"
"Timm22","ENSG00000177370"
"Abr","ENSG00000159842"
"Bhlha9","ENSG00000205899"
"Gosr1","ENSG00000108587"
"Cpd","ENSG00000108582"
"Tmigd1","ENSG00000182271"
"Blmh","ENSG00000108578"
"Slc6a4","ENSG00000108576"
"Efcab5","ENSG00000176927"
"Ssh2","ENSG00000141298"
"Coro6","ENSG00000167549"
"Ankrd13b","ENSG00000198720"
"Git1","ENSG00000108262"
"Trp53i13","ENSG00000167543"
"Abhd15","ENSG00000168792"
"Taok1","ENSG00000160551"
"Nufip2","ENSG00000108256"
"Cryba1","ENSG00000108255"
"Myo18a","ENSG00000196535"
"Pipox","ENSG00000179761"
"Sez6","ENSG00000063015"
"Phf12","ENSG00000109118"
"Dhrs13","ENSG00000167536"
"Flot2","ENSG00000132589"
"Eral1","ENSG00000132591"
"Fam222b","ENSG00000173065"
"Traf4","ENSG00000076604"
"Nek8","ENSG00000160602"
"Tlcd1","ENSG00000160606"
"Rab34","ENSG00000109113"
"Proca1","ENSG00000167525"
"Supt6","ENSG00000109111"
"Sdf2","ENSG00000132581"
"Spag5","ENSG00000076382"
"Aldoc","ENSG00000109107"
"Pigs","ENSG00000087111"
"Unc119","ENSG00000109103"
"Foxn1","ENSG00000109101"
"Slc13a2","ENSG00000007216"
"Slc46a1","ENSG00000076351"
"Sarm1","ENSG00000004139"
"Vtn","ENSG00000109072"
"Sebox","ENSG00000274529"
"Tmem199","ENSG00000244045"
"Poldip2","ENSG00000004142"
"Tnfaip1","ENSG00000109079"
"Ift20","ENSG00000109083"
"Tmem97","ENSG00000109084"
"Nlk","ENSG00000087095"
"Lyrm9","ENSG00000232859"
"Nos2","ENSG00000007171"
"Lgals9","ENSG00000170298"
"Ksr1","ENSG00000141068"
"Wsb1","ENSG00000109046"
"Nf1","ENSG00000196712"
"Omg","ENSG00000126861"
"Evi2b","ENSG00000185862"
"Evi2a","ENSG00000126860"
"Rab11fip4","ENSG00000131242"
"Utp6","ENSG00000108651"
"Suz12","ENSG00000178691"
"Crlf3","ENSG00000176390"
"Atad5","ENSG00000176208"
"Tefm","ENSG00000172171"
"Adap2","ENSG00000184060"
"Rnf135","ENSG00000181481"
"Rhot1","ENSG00000126858"
"Rhbdl3","ENSG00000141314"
"5730455P16Rik","ENSG00000108666"
"Zfp207","ENSG00000010244"
"Psmd11","ENSG00000108671"
"Cdk5r1","ENSG00000176749"
"Myo1d","ENSG00000176658"
"Tmem98","ENSG00000006042"
"Spaca3","ENSG00000141316"
"Asic2","ENSG00000108684"
"Ccl2","ENSG00000181374"
"Ccl11","ENSG00000172156"
"Ccl12","ENSG00000108691"
"Ccl1","ENSG00000108702"
"Tmem132e","ENSG00000181291"
"Cct6b","ENSG00000132141"
"Zfp830","ENSG00000198783"
"Lig3","ENSG00000005156"
"Rffl","ENSG00000092871"
"Rad51d","ENSG00000185379"
"Fndc8","ENSG00000073598"
"Nle1","ENSG00000073536"
"Unc45b","ENSG00000141161"
"Slfn5","ENSG00000166750"
"Slfn9","ENSG00000154760"
"Slfn8","ENSG00000154760"
"Slfn4","ENSG00000205045"
"Slfn3","ENSG00000205045"
"Slfn14","ENSG00000236320"
"Pex12","ENSG00000108733"
"Rasl10b","ENSG00000270885"
"Gas2l2","ENSG00000270765"
"1700020L24Rik","ENSG00000270806"
"Mmp28","ENSG00000271447"
"Taf15","ENSG00000270647"
"Ccl5","ENSG00000271503"
"Ccl3","ENSG00000276085"
"Ccl4","ENSG00000275302"
"Heatr6","ENSG00000068097"
"Hnf1b","ENSG00000275410"
"Ddx52","ENSG00000278053"
"Synrg","ENSG00000275066"
"Dusp14","ENSG00000276023"
"Tada2a","ENSG00000276234"
"Acaca","ENSG00000278540"
"Gm11437","ENSG00000278505"
"Aatf","ENSG00000275700"
"Lhx1","ENSG00000273706"
"Mrm1","ENSG00000278619"
"Dhrs11","ENSG00000278535"
"Ggnbp2","ENSG00000278311"
"Pigw","ENSG00000277161"
"Myo19","ENSG00000278259"
"Znhit3","ENSG00000273611"
"Car4","ENSG00000167434"
"Usp32","ENSG00000170832"
"Appbp2","ENSG00000062725"
"Ppm1d","ENSG00000170836"
"Bcas3","ENSG00000141376"
"Tbx2","ENSG00000121068"
"Tbx4","ENSG00000121075"
"Brip1","ENSG00000136492"
"Ints2","ENSG00000108506"
"Med13","ENSG00000108510"
"Rnft1","ENSG00000189050"
"Rps6kb1","ENSG00000108443"
"Tubd1","ENSG00000108423"
"Vmp1","ENSG00000062716"
"Ptrh2","ENSG00000141378"
"Cltc","ENSG00000141367"
"Dhx40","ENSG00000108406"
"Ypel2","ENSG00000175155"
"Gdpd1","ENSG00000153982"
"Smg8","ENSG00000167447"
"Prr11","ENSG00000068489"
"Ska2","ENSG00000182628"
"Trim37","ENSG00000108395"
"Ppm1e","ENSG00000175175"
"Rad51c","ENSG00000108384"
"Tex14","ENSG00000121101"
"Mtmr4","ENSG00000108389"
"Hsf5","ENSG00000176160"
"Rnf43","ENSG00000108375"
"Supt4a","ENSG00000213246"
"Mpo","ENSG00000005381"
"Lpo","ENSG00000167419"
"Mks1","ENSG00000011143"
"Epx","ENSG00000121053"
"Olfr462","ENSG00000255713"
"Olfr463","ENSG00000255713"
"Olfr464","ENSG00000141194"
"Dynll2","ENSG00000264364"
"Srsf1","ENSG00000136450"
"Vezf1","ENSG00000136451"
"Cuedc1","ENSG00000180891"
"Mrps23","ENSG00000181610"
"Msi2","ENSG00000153944"
"Akap1","ENSG00000121057"
"Scpep1","ENSG00000121064"
"Coil","ENSG00000121058"
"Trim25","ENSG00000121060"
"Dgke","ENSG00000153933"
"Gm525","ENSG00000214226"
"Nog","ENSG00000183691"
"Ankfn1","ENSG00000153930"
"Pctp","ENSG00000141179"
"Tmem100","ENSG00000166292"
"Mmd","ENSG00000108960"
"Hlf","ENSG00000108924"
"Stxbp4","ENSG00000166263"
"Cox11","ENSG00000166260"
"Tom1l1","ENSG00000141198"
"Kif2b","ENSG00000141200"
"Car10","ENSG00000154975"
"Utp18","ENSG00000011260"
"Mbtd1","ENSG00000011258"
"Nme2","ENSG00000243678"
"Nme1","ENSG00000239672"
"Spag9","ENSG00000008294"
"Tob1","ENSG00000141232"
"Wfikkn2","ENSG00000173714"
"Luc7l3","ENSG00000108848"
"Ankrd40","ENSG00000154945"
"Abcc3","ENSG00000108846"
"Cacna1g","ENSG00000006283"
"Spata20","ENSG00000006282"
"Epn3","ENSG00000049283"
"Mycbpap","ENSG00000136449"
"Rsad1","ENSG00000136444"
"Acsf2","ENSG00000167107"
"Chad","ENSG00000136457"
"Lrrc59","ENSG00000108829"
"Eme1","ENSG00000154920"
"Mrpl27","ENSG00000108826"
"Xylt2","ENSG00000015532"
"Col1a1","ENSG00000108821"
"Sgca","ENSG00000108823"
"Ppp1r9b","ENSG00000108819"
"Samd14","ENSG00000167100"
"Pdk2","ENSG00000005882"
"Itga3","ENSG00000005884"
"Dlx3","ENSG00000064195"
"Dlx4","ENSG00000108813"
"Kat7","ENSG00000136504"
"Fam117a","ENSG00000121104"
"Slc35b1","ENSG00000121073"
"Spop","ENSG00000121067"
"Nxph3","ENSG00000182575"
"Ngfr","ENSG00000064300"
"Zfp652","ENSG00000198740"
"Phospho1","ENSG00000173868"
"Abi3","ENSG00000108798"
"Gngt2","ENSG00000167083"
"B4galnt2","ENSG00000167080"
"Igf2bp1","ENSG00000159217"
"Gip","ENSG00000159224"
"Snf8","ENSG00000159210"
"Ube2z","ENSG00000159202"
"Ttll6","ENSG00000170703"
"Hoxb13","ENSG00000159184"
"Hoxb9","ENSG00000170689"
"Hoxb8","ENSG00000120068"
"Hoxb7","ENSG00000260027"
"Hoxb6","ENSG00000108511"
"Hoxb5","ENSG00000120075"
"Hoxb4","ENSG00000182742"
"Hoxb3","ENSG00000120093"
"Hoxb2","ENSG00000173917"
"Hoxb1","ENSG00000120094"
"Skap1","ENSG00000141293"
"Snx11","ENSG00000002919"
"Cbx1","ENSG00000108468"
"Nfe2l1","ENSG00000082641"
"Copz2","ENSG00000005243"
"Cdk5rap3","ENSG00000108465"
"Prr15l","ENSG00000167183"
"Pnpo","ENSG00000108439"
"Sp2","ENSG00000167182"
"Sp6","ENSG00000189120"
"Scrn2","ENSG00000141295"
"Lrrc46","ENSG00000141294"
"Mrpl10","ENSG00000159111"
"Osbpl7","ENSG00000006025"
"Tbx21","ENSG00000073861"
"Tbkbp1","ENSG00000198933"
"Kpnb1","ENSG00000108424"
"Npepps","ENSG00000141279"
"Mrpl45","ENSG00000278845"
"Gpr179","ENSG00000277399"
"Socs7","ENSG00000274211"
"Arhgap23","ENSG00000275832"
"Srcin1","ENSG00000277363"
"Mllt6","ENSG00000275023"
"Cisd3","ENSG00000277972"
"Pcgf2","ENSG00000277258"
"Psmb3","ENSG00000277791"
"Pip4k2b","ENSG00000276293"
"Cwc25","ENSG00000273559"
"Rpl23","ENSG00000125691"
"Lasp1","ENSG00000002834"
"Fbxo47","ENSG00000204952"
"Plxdc1","ENSG00000161381"
"Arl5c","ENSG00000141748"
"Cacnb1","ENSG00000067191"
"Rpl19","ENSG00000108298"
"Stac2","ENSG00000141750"
"Fbxl20","ENSG00000108306"
"Med1","ENSG00000125686"
"Cdk12","ENSG00000167258"
"Neurod2","ENSG00000171532"
"Ppp1r1b","ENSG00000131771"
"Stard3","ENSG00000131748"
"Tcap","ENSG00000173991"
"Pnmt","ENSG00000141744"
"Pgap3","ENSG00000161395"
"Erbb2","ENSG00000141736"
"Mien1","ENSG00000141741"
"Grb7","ENSG00000141738"
"Ikzf3","ENSG00000161405"
"Zpbp2","ENSG00000186075"
"Ormdl3","ENSG00000172057"
"Gsdma","ENSG00000167914"
"Psmd3","ENSG00000108344"
"Csf3","ENSG00000108342"
"Med24","ENSG00000008838"
"Thra","ENSG00000126351"
"Nr1d1","ENSG00000126368"
"Msl1","ENSG00000188895"
"Casc3","ENSG00000108349"
"Rapgefl1","ENSG00000108352"
"Wipf2","ENSG00000171475"
"Cdc6","ENSG00000094804"
"Rara","ENSG00000131759"
"Gjd3","ENSG00000183153"
"Top2a","ENSG00000131747"
"Igfbp4","ENSG00000141753"
"Tns4","ENSG00000131746"
"Ccr7","ENSG00000126353"
"Smarce1","ENSG00000073584"
"Krt222","ENSG00000213424"
"Krt24","ENSG00000167916"
"Krt25","ENSG00000204897"
"Krt26","ENSG00000186393"
"Krt27","ENSG00000171446"
"Krt28","ENSG00000173908"
"Krt12","ENSG00000187242"
"Krt20","ENSG00000171431"
"Krt23","ENSG00000108244"
"Krt39","ENSG00000196859"
"Krt40","ENSG00000204889"
"Krtap3-3","ENSG00000212899"
"Krtap3-2","ENSG00000212899"
"Krtap3-1","ENSG00000212901"
"Krtap1-4","ENSG00000221852"
"Krtap1-3","ENSG00000188581"
"Krtap9-3","ENSG00000221880"
"Gm11938","ENSG00000212724"
"Gm11937","ENSG00000212724"
"Krtap2-4","ENSG00000212724"
"Gm11562","ENSG00000212725"
"Gm11563","ENSG00000204880"
"Krtap4-6","ENSG00000212722"
"Gm11595","ENSG00000212722"
"Gm11596","ENSG00000212722"
"Gm11569","ENSG00000212722"
"Gm11554","ENSG00000212722"
"Krtap4-13","ENSG00000212722"
"Krtap4-16","ENSG00000196156"
"Krtap9-5","ENSG00000240542"
"Krt33a","ENSG00000094796"
"Krt33b","ENSG00000094796"
"Krt34","ENSG00000131737"
"Krt31","ENSG00000094796"
"Krt32","ENSG00000108759"
"Krt35","ENSG00000197079"
"Krt36","ENSG00000126337"
"Krt13","ENSG00000171401"
"Krt15","ENSG00000171346"
"Krt19","ENSG00000171345"
"Krt14","ENSG00000186847"
"Krt16","ENSG00000186832"
"Krt17","ENSG00000128422"
"Gast","ENSG00000184502"
"Hap1","ENSG00000173805"
"Jup","ENSG00000173801"
"Fkbp10","ENSG00000141756"
"Nt5c3b","ENSG00000141698"
"Klhl10","ENSG00000161594"
"Klhl11","ENSG00000178502"
"Acly","ENSG00000131473"
"Cnp","ENSG00000173786"
"Dnajc7","ENSG00000168259"
"Nkiras2","ENSG00000168256"
"Dhx58","ENSG00000108771"
"Kat2a","ENSG00000108773"
"Hspb9","ENSG00000260325"
"Rab5c","ENSG00000108774"
"Kcnh4","ENSG00000089558"
"Hcrt","ENSG00000161610"
"Ghdc","ENSG00000167925"
"Stat5b","ENSG00000173757"
"Stat5a","ENSG00000126561"
"Stat3","ENSG00000168610"
"Atp6v0a1","ENSG00000033627"
"Naglu","ENSG00000108784"
"Hsd17b1","ENSG00000108786"
"Coasy","ENSG00000068120"
"Mlx","ENSG00000108788"
"Psmc3ip","ENSG00000131470"
"Tubg1","ENSG00000131462"
"Tubg2","ENSG00000037042"
"Plekhh3","ENSG00000068137"
"Cntnap1","ENSG00000108797"
"Ccr10","ENSG00000184451"
"Ezh1","ENSG00000108799"
"Ramp2","ENSG00000131477"
"Vps25","ENSG00000131475"
"Wnk4","ENSG00000126562"
"Coa3","ENSG00000183978"
"Cntd1","ENSG00000176563"
"Becn1","ENSG00000126581"
"Psme3","ENSG00000131467"
"Aoc2","ENSG00000131480"
"Aoc3","ENSG00000131471"
"Aarsd1","ENSG00000266967"
"Ptges3l","ENSG00000267060"
"Rundc1","ENSG00000198863"
"Rpl27","ENSG00000131469"
"Ifi35","ENSG00000068079"
"Vat1","ENSG00000108828"
"Rnd2","ENSG00000108830"
"Brca1","ENSG00000012048"
"Nbr1","ENSG00000188554"
"Tmem106a","ENSG00000184988"
"Rdm1","ENSG00000278023"
"Arl4d","ENSG00000175906"
"Dhx8","ENSG00000067596"
"Etv4","ENSG00000175832"
"Meox1","ENSG00000005102"
"Sost","ENSG00000167941"
"Dusp3","ENSG00000108861"
"Mpp3","ENSG00000161647"
"Cd300lg","ENSG00000161649"
"Mpp2","ENSG00000108852"
"Ppy","ENSG00000108849"
"Pyy","ENSG00000131096"
"Nags","ENSG00000161653"
"Tmem101","ENSG00000091947"
"Lsm12","ENSG00000161654"
"G6pc3","ENSG00000141349"
"Hdac5","ENSG00000108840"
"Asb16","ENSG00000161664"
"Tmub2","ENSG00000168591"
"Atxn7l3","ENSG00000087152"
"Ubtf","ENSG00000108312"
"Slc4a1","ENSG00000004939"
"Rundc3a","ENSG00000108309"
"Slc25a39","ENSG00000013306"
"Grn","ENSG00000030582"
"Fam171a2","ENSG00000161682"
"Itga2b","ENSG00000005961"
"Gpatch8","ENSG00000186566"
"Fzd2","ENSG00000180340"
"Ccdc43","ENSG00000180329"
"Adam11","ENSG00000073670"
"Gjc1","ENSG00000182963"
"Higd1b","ENSG00000131097"
"Eftud2","ENSG00000108883"
"Ccdc103","ENSG00000167131"
"Gfap","ENSG00000131095"
"Kif18b","ENSG00000186185"
"C1ql1","ENSG00000131094"
"Dcakd","ENSG00000172992"
"Nmt1","ENSG00000136448"
"Plcd3","ENSG00000161714"
"Acbd4","ENSG00000181513"
"Hexim1","ENSG00000186834"
"Hexim2","ENSG00000168517"
"Spata32","ENSG00000184361"
"Map3k14","ENSG00000006062"
"Arhgap27","ENSG00000159314"
"Plekhm1","ENSG00000225190"
"Lyzl6","ENSG00000275722"
"Rprml","ENSG00000179673"
"Gosr2","ENSG00000108433"
"Wnt9b","ENSG00000158955"
"Wnt3","ENSG00000108379"
"Nsf","ENSG00000073969"
"Crhr1","ENSG00000120088"
"Sppl2c","ENSG00000185294"
"Mapt","ENSG00000186868"
"Kansl1","ENSG00000120071"
"Cdc27","ENSG00000004897"
"Myl4","ENSG00000198336"
"Itgb3","ENSG00000259207"
"Efcab3","ENSG00000172421"
"Mettl2","ENSG00000087995"
"Tlk2","ENSG00000146872"
"Mrc2","ENSG00000011028"
"Tanc2","ENSG00000170921"
"Cyb561","ENSG00000008283"
"Ace","ENSG00000159640"
"Kcnh6","ENSG00000173826"
"Dcaf7","ENSG00000136485"
"Taco1","ENSG00000136463"
"Map3k3","ENSG00000198909"
"Limd2","ENSG00000136490"
"Strada","ENSG00000266173"
"Ccdc47","ENSG00000108588"
"Ddx42","ENSG00000198231"
"Ftsj3","ENSG00000108592"
"Psmc5","ENSG00000087191"
"Smarcd2","ENSG00000108604"
"Gh","ENSG00000204414"
"Cd79b","ENSG00000007312"
"Scn4a","ENSG00000007314"
"Icam2","ENSG00000108622"
"Ern1","ENSG00000178607"
"Tex2","ENSG00000136478"
"Pecam1","ENSG00000261371"
"Polg2","ENSG00000256525"
"Ddx5","ENSG00000108654"
"Cep95","ENSG00000258890"
"Smurf2","ENSG00000108854"
"Kpna2","ENSG00000182481"
"1810010H24Rik","ENSG00000186665"
"Bptf","ENSG00000171634"
"Nol11","ENSG00000130935"
"Psmd12","ENSG00000197170"
"Helz","ENSG00000198265"
"Cacng1","ENSG00000108878"
"Cacng4","ENSG00000075461"
"Cacng5","ENSG00000075429"
"Prkca","ENSG00000154229"
"Apoh","ENSG00000091583"
"Cep112","ENSG00000154240"
"Axin2","ENSG00000168646"
"Rgs9","ENSG00000108370"
"Gna13","ENSG00000120063"
"Amz2","ENSG00000196704"
"Slc16a6","ENSG00000108932"
"Arsg","ENSG00000141337"
"Wipi1","ENSG00000070540"
"Prkar1a","ENSG00000108946"
"Fam20a","ENSG00000108950"
"Abca8b","ENSG00000141338"
"Abca9","ENSG00000154258"
"Abca6","ENSG00000154262"
"Abca5","ENSG00000154265"
"Map2k6","ENSG00000108984"
"Kcnj16","ENSG00000153822"
"Kcnj2","ENSG00000123700"
"Sox9","ENSG00000125398"
"Slc39a11","ENSG00000133195"
"Sstr2","ENSG00000180616"
"Cog1","ENSG00000166685"
"Fam104a","ENSG00000133193"
"D11Wsu47e","ENSG00000141219"
"Cpsf4l","ENSG00000187959"
"Cdc42ep4","ENSG00000179604"
"Sdk2","ENSG00000069188"
"Rpl38","ENSG00000172809"
"Ttyh2","ENSG00000141540"
"Dnaic2","ENSG00000171595"
"Kif19a","ENSG00000196169"
"Btbd17","ENSG00000204347"
"Gpr142","ENSG00000257008"
"Gprc5c","ENSG00000170412"
"Cd300a","ENSG00000167851"
"Cd300lb","ENSG00000178789"
"Cd300c","ENSG00000167850"
"Cd300ld","ENSG00000204345"
"Cd300e","ENSG00000186407"
"Rab37","ENSG00000172794"
"Cd300lf","ENSG00000186074"
"Nat9","ENSG00000109065"
"Tmem104","ENSG00000109066"
"Grin2c","ENSG00000161509"
"Fdxr","ENSG00000161513"
"Fads6","ENSG00000172782"
"Otop2","ENSG00000183034"
"Ush1g","ENSG00000182040"
"Otop3","ENSG00000182938"
"Hid1","ENSG00000167861"
"Cdr2l","ENSG00000109089"
"Kctd2","ENSG00000180901"
"Slc16a5","ENSG00000170190"
"Armc7","ENSG00000125449"
"Nt5c","ENSG00000125458"
"Sumo2","ENSG00000188612"
"Nup85","ENSG00000125450"
"Gga3","ENSG00000125447"
"Mrps7","ENSG00000125445"
"Mif4gd","ENSG00000125457"
"Slc25a19","ENSG00000125454"
"Grb2","ENSG00000177885"
"Caskin2","ENSG00000177303"
"Tsen54","ENSG00000182173"
"Llgl2","ENSG00000073350"
"Recql5","ENSG00000108469"
"Smim5","ENSG00000204323"
"Sap30bp","ENSG00000161526"
"Itgb4","ENSG00000132470"
"Galk1","ENSG00000108479"
"Unk","ENSG00000132478"
"Unc13d","ENSG00000092929"
"Wbp2","ENSG00000132471"
"Trim47","ENSG00000132481"
"Trim65","ENSG00000141569"
"Mrpl38","ENSG00000204316"
"Fbf1","ENSG00000188878"
"Acox1","ENSG00000161533"
"Ten1","ENSG00000257949"
"Evpl","ENSG00000167880"
"Srp68","ENSG00000167881"
"Galr2","ENSG00000182687"
"Exoc7","ENSG00000182473"
"Foxj1","ENSG00000129654"
"Rnf157","ENSG00000141576"
"Ubald2","ENSG00000185262"
"Qrich2","ENSG00000129646"
"Prpsap1","ENSG00000161542"
"Sphk1","ENSG00000176170"
"Ube2o","ENSG00000175931"
"Aanat","ENSG00000129673"
"Rhbdf2","ENSG00000129667"
"Cygb","ENSG00000161544"
"St6galnac2","ENSG00000070731"
"St6galnac1","ENSG00000070526"
"Jmjd6","ENSG00000070495"
"Mettl23","ENSG00000181038"
"Srsf2","ENSG00000161547"
"Mfsd11","ENSG00000092931"
"Mgat5b","ENSG00000167889"
"Sec14l1","ENSG00000129657"
"Tnrc6c","ENSG00000078687"
"Tmc6","ENSG00000141524"
"Tmc8","ENSG00000167895"
"6030468B19Rik","ENSG00000187997"
"Syngr2","ENSG00000108639"
"Tk1","ENSG00000167900"
"Afmid","ENSG00000183077"
"Birc5","ENSG00000089685"
"Tmem235","ENSG00000204278"
"Socs3","ENSG00000184557"
"Pgs1","ENSG00000087157"
"Dnah17","ENSG00000187775"
"Cyth1","ENSG00000108669"
"Usp36","ENSG00000055483"
"Timp2","ENSG00000035862"
"Lgals3bp","ENSG00000108679"
"Cant1","ENSG00000171302"
"C1qtnf1","ENSG00000173918"
"Engase","ENSG00000167280"
"Enpp7","ENSG00000182156"
"Cbx2","ENSG00000173894"
"Cbx8","ENSG00000141570"
"Cbx4","ENSG00000141582"
"Tbc1d16","ENSG00000167291"
"Ccdc40","ENSG00000141519"
"Gaa","ENSG00000171298"
"Eif4a3","ENSG00000141543"
"Card14","ENSG00000141527"
"Sgsh","ENSG00000181523"
"Slc26a11","ENSG00000181045"
"Rnf213","ENSG00000173821"
"Endov","ENSG00000173818"
"Nptx1","ENSG00000171246"
"Rptor","ENSG00000141564"
"Chmp6","ENSG00000176108"
"Baiap2","ENSG00000175866"
"Aatk","ENSG00000181409"
"Slc38a10","ENSG00000157637"
"Bahcc1","ENSG00000266074"
"Actg1","ENSG00000184009"
"Fscn2","ENSG00000186765"
"Nploc4","ENSG00000182446"
"Tspan10","ENSG00000182612"
"Pde6g","ENSG00000185527"
"Oxld1","ENSG00000204237"
"Ccdc137","ENSG00000185298"
"Arl16","ENSG00000214087"
"Hgs","ENSG00000185359"
"Mrpl12","ENSG00000262814"
"Slc25a10","ENSG00000183048"
"Gcgr","ENSG00000215644"
"Ppp1r27","ENSG00000182676"
"P4hb","ENSG00000185624"
"Arhgdia","ENSG00000141522"
"Anapc11","ENSG00000141552"
"Npb","ENSG00000183979"
"Pcyt2","ENSG00000185813"
"Sirt7","ENSG00000187531"
"Mafg","ENSG00000197063"
"Pycr1","ENSG00000183010"
"Myadml2","ENSG00000185105"
"Notum","ENSG00000185269"
"Aspscr1","ENSG00000169696"
"Lrrc45","ENSG00000169683"
"Rac3","ENSG00000169750"
"Dcxr","ENSG00000169738"
"Rfng","ENSG00000169733"
"Gps1","ENSG00000169727"
"Dus1l","ENSG00000169718"
"Fasn","ENSG00000169710"
"Ccdc57","ENSG00000176155"
"Slc16a3","ENSG00000141526"
"Csnk1d","ENSG00000141551"
"Cd7","ENSG00000173762"
"Sectm1a","ENSG00000141574"
"Tex19.2","ENSG00000182459"
"Uts2r","ENSG00000181408"
"Ogfod3","ENSG00000181396"
"Narf","ENSG00000141562"
"Foxk2","ENSG00000141568"
"Wdr45b","ENSG00000141580"
"Rab40b","ENSG00000141542"
"Fn3krp","ENSG00000141560"
"Fn3k","ENSG00000167363"
"Tbcd","ENSG00000141556"
"Zfp750","ENSG00000141579"
"B3gntl1","ENSG00000175711"
"Metrnl","ENSG00000176845"
"Ptchd3","ENSG00000182077"
"Rab10","ENSG00000084733"
"Kif3c","ENSG00000084731"
"Asxl2","ENSG00000143970"
"Dtnb","ENSG00000138101"
"Dnmt3a","ENSG00000119772"
"Pomc","ENSG00000115138"
"Efr3b","ENSG00000084710"
